"IEU","LOCALIDAD","SIGLAS","ESTADO_IEU","CARRERA","ESTADO_CARRERA","TITULO"
"Colegio Universitario Monseñor de Talavera","Extensión Maracaibo","CUMT","1","Secretariado Administrativo (Técnica)","1","Técnico Superior en Secretariado Administrativo"
"Colegio Universitario Monseñor de Talavera","Extensión Maracaibo","CUMT","1","Administración (Técnica)","1","Técnico Superior en Administración"
"Colegio Universitario Monseñor de Talavera","Extensión Maracaibo","CUMT","1","Diseño de Joyas y Fantasías","1","Técnico Superior en Diseño de Joyas y Fantasías"
"Colegio Universitario Monseñor de Talavera","Extensión Puerto Ordaz","CUMT","1","Educación Preescolar (Técnica)","1","Técnico Superior en Educación Preescolar"
"Colegio Universitario Monseñor de Talavera","Extensión Puerto Ordaz","CUMT","1","Educación Especial (Técnica)","1","Técnico Superior Universitario en Educación Especial"
"Colegio Universitario Monseñor de Talavera","Extensión Puerto Ordaz","CUMT","1","Administración (Técnica)","1","Técnico Superior en Administración"
"Colegio Universitario Monseñor de Talavera","Extensión Puerto Ordaz","CUMT","1","Banca y Finanzas (Técnica)","1","Técnico Superior en Banca y Finanzas"
"Colegio Universitario Monseñor de Talavera","Extensión Puerto Ordaz","CUMT","1","Secretariado Administrativo (Técnica)","1","Técnico Superior en Secretariado Administrativo"
"Colegio Universitario Monseñor de Talavera","Extensión San Cristóbal","CUMT","1","Diseño Gráfico Publicitario","1","Técnico Superior en Diseño Gráfico Publicitario"
"Colegio Universitario Monseñor de Talavera","Extensión San Cristóbal","CUMT","1","Diseño de Modas","1","Técnico Superior en Diseño de Modas"
"Colegio Universitario Monseñor de Talavera","Extensión San Cristóbal","CUMT","1","Educación Preescolar (Técnica)","1","Técnico Superior en Educación Preescolar"
"Colegio Universitario Monseñor de Talavera","Extensión San Cristóbal","CUMT","1","Educación Especial (Técnica)","1","Técnico Superior Universitario en Educación Especial"
"Colegio Universitario Monseñor de Talavera","Extensión San Cristóbal","CUMT","1","Administración (Técnica)","1","Técnico Superior en Administración"
"Colegio Universitario Monseñor de Talavera","Extensión San Cristóbal","CUMT","1","Banca y Finanzas (Técnica)","1","Técnico Superior en Banca y Finanzas"
"Colegio Universitario Monseñor de Talavera","Extensión Valencia","CUMT","1","Diseño de Modas","1","Técnico Superior en Diseño de Modas"
"Colegio Universitario Monseñor de Talavera","Extensión Valencia","CUMT","1","Diseño Ambiental","1","Técnico Superior en Diseño Ambiental"
"Colegio Universitario Monseñor de Talavera","Extensión Valencia","CUMT","1","Diseño Gráfico Publicitario","1","Técnico Superior en Diseño Gráfico Publicitario"
"Colegio Universitario Monseñor de Talavera","Extensión Valencia","CUMT","1","Educación Preescolar (Técnica)","1","Técnico Superior en Educación Preescolar"
"Colegio Universitario Monseñor de Talavera","Extensión Valencia","CUMT","1","Educación Especial (Técnica)","1","Técnico Superior Universitario en Educación Especial"
"Colegio Universitario Monseñor de Talavera","Extensión Valencia","CUMT","1","Administración (Técnica)","1","Técnico Superior en Administración"
"Colegio Universitario Monseñor de Talavera","Extensión Valencia","CUMT","1","Banca y Finanzas (Técnica)","1","Técnico Superior en Banca y Finanzas"
"Colegio Universitario Monseñor de Talavera","Extensión Valencia","CUMT","1","Secretariado Administrativo (Técnica)","1","Técnico Superior en Secretariado Administrativo"
"Colegio Universitario Monseñor de Talavera","Extensión Valencia","CUMT","1","Diseño de Joyas y Fantasías","1","Técnico Superior en Diseño de Joyas y Fantasías"
"Colegio Universitario Padre Isaías Ojeda","Valencia-Naguanagua","CUPIO","1","Prevención, Orientación y Acción Social","1","Técnico Superior en Prevención, Orientación y Acción Social"
"Colegio Universitario Padre Isaías Ojeda","Valencia-Naguanagua","CUPIO","1","Terapia Psicosocial (Técnica)","1","Técnico Superior en Terapia Psicosocial"
"Colegio Universitario Padre Isaías Ojeda","Valencia-Naguanagua","CUPIO","1","Administración Mención Programas Sociales","1","Técnico Superior en Administración Mención Programas Sociales"
"Colegio Universitario Profesor José Lorenzo Pérez Rodriguez","Caracas","CUJLP","0","Educación Especial Mención Retardo Mental y Deficiencias Auditivas (Técnica)","0","Técnico Superior Especialista en Retardo Mental y Dificultades del Aprendizaje"
"Colegio Universitario Profesor José Lorenzo Pérez Rodriguez","Caracas","CUJLP","0","Administración de Personal (Técnica)","0","Técnico Superior en Administración de Personal o Recursos Humanos"
"Colegio Universitario Profesor José Lorenzo Pérez Rodriguez","Caracas","CUJLP","0","Administración: Publicidad y Mercadeo","0","Técnico Superior en Administración: Publicidad y Mercadeo"
"Colegio Universitario Profesor José Lorenzo Pérez Rodriguez","Caracas","CUJLP","0","Turismo Mención Hotelería (Técnica)","0","Técnico Superior en Turismo"
"Colegio Universitario Profesor José Lorenzo Pérez Rodriguez","Caracas","CUJLP","0","Educación Especial (Técnica)","1","Técnico Superior en Educación Especial Menciónes Retardo Mental y Dificultades del Aprendizaje"
"Colegio Universitario Profesor José Lorenzo Pérez Rodriguez","Caracas","CUJLP","0","PNF en Administración","1","Técnico Superior Universitario en Administración"
"Colegio Universitario Profesor José Lorenzo Pérez Rodriguez","Caracas","CUJLP","0","PNF en Administración","1","Licenciado en Administración"
"Colegio Universitario Profesor José Lorenzo Pérez Rodriguez","Caracas","CUJLP","0","PNF en Turismo","1","Licenciado en Turismo"
"Colegio Universitario Profesor José Lorenzo Pérez Rodriguez","Caracas","CUJLP","0","PNF en Turismo","1","Técnico Superior Universitario en Turismo"
"Colegio Universitario Profesor José Lorenzo Pérez Rodriguez","Caracas","CUJLP","0","PNF en Educación Especial","1","Licenciado en Educación Especial"
"Escuela de Aviación Militar","Maracay","EAM","0","Ciencias y Artes Militares Opción Aeronáutica","0","Sub-Teniente de la Aviación Militar Venezolana y Licenciado en Ciencias y Artes Militares Opción Aer"
"Escuela de Formación de Oficiales de la Guardia Nacional","Caracas","EFOFAC","0","Ciencias y Artes Militares: Opción Guardia Nacional","0","Subteniente de la República y Licenciado en Ciencias y Artes Militares Opción Guardia Nacional"
"Escuela de Formación de Oficiales de la Guardia Nacional","Caracas","EFOFAC","0","Ciencias y Artes Militares Opción Administración Pública","0","Oficial de la Guardia Nacional y Lic. en Ciencias y Artes Militares"
"Instituto Militar Universitario de Tecnología de la Guardia Nacional","Cordero.(Estado Táchira)","IMUTGNC","0","Guardia Nacional Mención Guardería Ambiental","0","Técnico Superior de la Guardia Nacional Mención Guardería Ambiental"
"Instituto Militar Universitario de Tecnología de la Guardia Nacional","El Yaque:(Estado Nueva Esparta)","IMUGNEY","0","Guardia Nacional Mención Mantenimiento Aeronáutico","0","Técnico Superior de la Guardia Nacional Mención Mantenimiento Aeronáutico"
"Instituto Militar Universitario de Tecnología de la Guardia Nacional","Guanta.(Estado Anzóategui)","IMUGNG","0","Guardia Nacional Mención Mantenimiento Naval","0","Técnico Superior de la Guardia Nacional Mención  Mantenimiento Naval"
"Instituto Militar Universitario de Tecnología de la Guardia Nacional","La Encrucijada.(Estado Aragua)","IMUGNLE","0","Guardia Nacional Mención Mantenimiento Automotriz","0","Técnico Superior de la Guardia Nacional Mención  Mantenimiento Automotriz"
"Instituto Militar Universitario de Tecnología de la Guardia Nacional","La Encrucijada.(Estado Aragua)","IMUGNLE","0","Guardia Nacional Mención Investigación Penal","0","Técnico Superior de la Guardia Nacional Mención Investigacion Penal"
"Instituto Militar Universitario de Tecnología de la Guardia Nacional","La Encrucijada.(Estado Aragua)","IMUGNLE","0","Guardia Nacional Mención Seguridad","0","Técnico Superior de la Guardia Nacional Mención Seguridad"
"Instituto Militar Universitario de Tecnología de la Guardia Nacional","La Guaira.(Estado Vargas)","IMUTGN","0","Guardia Nacional Mención Resguardo Nacional","0","Técnico Superior de la Guardia Nacional Mención Resguardo Nacional"
"Instituto Militar Universitario de Tecnología de la Guardia Nacional","Michelena.(Estado Táchira)","IMUGNM","0","Guardia Nacional Mención Investigación Penal","0","Técnico Superior de la Guardia Nacional Mención Investigacion Penal"
"Instituto Militar Universitario de Tecnología de la Guardia Nacional","Michelena.(Estado Táchira)","IMUGNM","0","Guardia Nacional Mención Drogas","0","Técnico Superior de la Guardia Nacional Mención Drogas"
"Instituto Militar Universitario de Tecnología de la Guardia Nacional","Punta de Mata.(Estado Monagas)","IMUGNPM","0","Guardia Nacional Mención Seguridad","0","Técnico Superior de la Guardia Nacional Mención Seguridad"
"Instituto Militar Universitario de Tecnologia de la Guardia Nacional","Ramo Verde.(Los Teques)","IMUGN","0","Guardia Nacional Mención Seguridad","0","Técnico Superior de la Guardia Nacional Mención Seguridad"
"Instituto Militar Universitario de Tecnologia de la Guardia Nacional","Ramo Verde.(Los Teques)","IMUGN","0","Guardia Nacional Mención Resguardo Nacional","0","Técnico Superior de la Guardia Nacional Mención Resguardo Nacional"
"Instituto Militar Universitario de Tecnología de la Guardia Nacional","Santa Bárbara de Barinas","IMUGNB","0","Guardia Nacional Mención Guardería Ambiental","0","Técnico Superior de la Guardia Nacional Mención Guardería Ambiental"
"Instituto Universitario ""Escuela de Formación de Oficiales Técnicos de la Fuerza Armada Nacional Bolivariana""","Maracay","EFOTEC","0","Ciencias y Artes Militares (según Mención)","0","Licenciado en Ciencias y Artes  Militares (según Mención)"
"Instituto Universitario Adventista de Venezuela","Nirgua","IUNAV","1","Informática (Técnica)","1","Técnico Superior en Informática"
"Instituto Universitario Adventista de Venezuela","Nirgua","IUNAV","1","Educación Preescolar (Técnica)","1","Técnico Superior en Educación Preescolar"
"Instituto Universitario Adventista de Venezuela","Nirgua","IUNAV","1","Administración de Recursos Humanos (Técnica)","0","Técnico Superior en Administración de Personal o Recursos Humanos"
"Instituto Universitario Adventista de Venezuela","Nirgua","IUNAV","1","Administración de Empresas (Técnica)","1","Técnico Superior en Administración de Empresas"
"Instituto Universitario Adventista de Venezuela","Nirgua","IUNAV","1","Administración de Personal (Técnica)","1","Técnico Superior en Administración de Personal o Recursos Humanos"
"Instituto Universitario Adventista de Venezuela","Nirgua","IUNAV","1","Contaduría (Técnica)","0","Técnico Superior en Contaduría"
"Instituto Universitario Adventista de Venezuela","Nirgua","IUNAV","1","Administración de Empresas Agropecuarias (Técnica)","0","Técnico Superior en Administración de Empresas Agropecuarias"
"Instituto Universitario Adventista de Venezuela","Nirgua","IUNAV","1","Educación Especial (Técnica)","0","Tecnico Superior en Educacón Especial"
"Instituto Universitario AVEPANE","Caracas","IUAVEPANE","1","Educación Preescolar (Técnica)","1","Técnico Superior en Educación Preescolar"
"Instituto Universitario AVEPANE","Caracas","IUAVEPANE","1","Educación Especial Mención Dificultades del Aprendizaje (Técnica)","0","Técnico Superior Universitario Especialista en Retardo mental y Dificultades del aprendizaje"
"Instituto Universitario AVEPANE","Caracas","IUAVEPANE","1","Educación Física, Deportes y Recreación para Personas con Necesidades Especiales","1","Técnico Superior en Educación Física; Deportes y Recreación para Personas con Necesidades Especiales"
"Instituto Universitario AVEPANE","Caracas","IUAVEPANE","1","Educación Física, Deportes y Recreación para Personas con Necesidades Especiales","0","Técnico Superior en Educación Física; Deportes y Recreación para Personas con Necesidades Especiales"
"Instituto Universitario AVEPANE","Caracas","IUAVEPANE","1","Educación Especial (Técnica)","1","Técnico Superior Especialista en Retardo Mental y Dificultades del Aprendizaje"
"Instituto Universitario Carlos Soublette","Extensión Cagua","IUNICS","1","Mantenimiento Industrial","1","Técnico Superior en Mantenimiento Industrial"
"Instituto Universitario Carlos Soublette","Extensión Cagua","IUNICS","1","Servicios Industriales","1","Técnico Superior en Servicios Industriales"
"Instituto Universitario Carlos Soublette","Extensión Cagua","IUNICS","1","Administración Industrial (Técnica)","1","Técnico Superior en Administración Industrial"
"Instituto Universitario Carlos Soublette","Extensión Cagua","IUNICS","1","Relaciones Públicas (Técnica)","1","Técnico Superior en Relaciones Públicas"
"Instituto Universitario Carlos Soublette","Extensión Cagua","IUNICS","1","Organización Empresarial (Técnica)","1","Técnico Superior Universitario en Organización Empresarial"
"Instituto Universitario Carlos Soublette","Extensión Cagua","IUNICS","1","Sistemas de Información","1","Técnico Superior en Sistemas de Información"
